speciescode,speciename
rebgoo1,Branta ruficollis
bbbeat2,Merops variegatus
rucbab3,Sterrhoptilus capitalis
viewea3,Ploceus nigerrimus
zapfly1,Cyanoptila cumatilis
sonspa,Melospiza melodia
cubtin1,Nothoprocta curvirostris
sheowl1,Ketupa shelleyi
easwar1,Curruca cantillans
spgthr1,Geokichla guttata
phimar1,Copsychus mindanensis
bawbul2,Microtarsus melanoleucos
gycgre1,Hylophilus semicinereus
patcan2,Pseudasthenes patagonica
vardwk6,Ceyx solitarius
grasal3,Saltator coerulescens
slbcro2,Corvus enca
bltsta2,Heliomaster furcifer
bartin1,Crypturellus casiquiare
asnher1,Nycticorax olsoni
mertap1,Scytalopus meridanus
brwrai1,Aramides wolfi
varsit1,Daphoenositta papuensis
neuwar1,Hemitesia neumanni
spewea2,Ploceus spekei
combab1,Argya huttoni
yethon2,Ptilotula flavescens
rentro1,Harpactes kasumba
rubhem1,Poospiza rufosuperciliaris
snbhum1,Saucerottia edward
vulpar1,Pyrilia vulturina
tbwbab1,Spelaeornis longicaudatus
buggna,Polioptila caerulea
scakin1,Actenoides princeps
pitpar1,Erythrura prasina
orbeup1,Euphonia xanthogaster
yeghon1,Meliphaga flavirictus
marswa1,Porphyrio paepae
retwhe3,Oenanthe xanthoprymna
irgjay1,Podoces pleskei
samwre1,Troglodytes monticola
crefir6,Lophura pyronota
flaowl,Psiloscops flammeolus
grbpit1,Pitta reichenowi
gybmot1,Andigena hypoglauca
bahtap1,Eleoscytalopus psychopompus
himswi2,Aerodramus brevirostris
bkhcan2,Serinus alario
gfqdov,Geotrygon caniceps
somtit4,Melaniparus thruppi
norfis1,Lanius humeralis
issjay,Aphelocoma insularis
hoogna1,Conopophaga roberti
kioea,Chaetoptila angustipluma
fatger1,Gerygone flavolateralis
casgul2,Larus cachinnans
paphao1,Uroglaux dimorpha
grbere1,Eremomela canescens
bhnthr1,Catharus mexicanus
borspi1,Arachnothera everetti
tropar,Setophaga pitiayumi
satwea1,Ploceus sanctithomae
schpit1,Hydrornis schneideri
whwfan1,Rhipidura cockerelli
gsbfin1,Arremon virenticeps
whbbab3,Pomatostomus superciliosus
blhmyz1,Myzomela melanocephala
chisku1,Stercorarius chilensis
tabscr1,Megapodius cumingii
camtai1,Orthotomus chaktomuk
rebduc1,Anas erythrorhyncha
turbou1,Laniarius turatii
whispi1,Arachnothera juliae
afrhae1,Aquila spilogaster
palwar5,Phylloscopus proregulus
rubaka1,Sheppardia aurantiithorax
fbtbab1,Macronus ptilosus
karlar2,Calendulauda albescens
bbfdov2,Ptilinopus alligator
btsfin1,Rhopospina alaudina
gytpih1,Snowornis subalaris
andgua1,Penelope montagnii
xanhum,Basilinna xantusii
clcrob,Turdus grayi
bkffri1,Philemon moluccensis
rimrew1,Acrocephalus rimitarae
vardwk15,Ceyx gentianus
rawwre1,Thryophilus rufalbus
ashflo1,Dicaeum vulneratum
chcter2,Thalasseus bernsteini
hisspi,Spindalis dominicensis
zebwax2,Amandava subflava
ycnher,Nyctanassa violacea
wilplo,Anarhynchus wilsonia
lagbus1,Malaconotus lagdeni
wesgre,Aechmophorus occidentalis
cockat,Nymphicus hollandicus
pihwar1,Cardellina versicolor
damroc1,Achaetops pycnopygius
palnig1,Caprimulgus phalaena
banwoo2,Chrysophlegma miniaceum
meygos1,Astur meyerianus
dusful1,Schoeniparus brunneus
reusta1,Fregilupus varius
sumtre1,Dendrocitta occipitalis
bancro1,Corvus unicolor
alfgle1,Philydor novaesi
casant1,Thamnophilus cryptoleucus
sthbrf5,Arremon perijanus
satpig1,Columba malherbii
blhduc1,Heteronetta atricapilla
yebmal1,Rhamphococcyx calyorhynchus
forcan1,Crithagra scotops
whimbr,Numenius phaeopus
bawbec7,Pachyramphus albogriseus
bklkit,Rissa tridactyla
recpar2,Geoffroyus geoffroyi
rawant1,Grallaria erythroleuca
olbsun6,Cinnyris aurora
grygul,Leucophaeus modestus
bnnpar2,Poicephalus robustus
atlpet1,Pterodroma incerta
bryfin1,Sicalis uropygialis
fescoq3,Lophornis chalybeus
chnpar1,Tropicoperdix charltonii
gytwhe4,Zosterops oblitus
blacuc1,Cuculus clamosus
bkcvir1,Vireo atricapilla
anpswi,Tachornis phoenicobia
fooela1,Myiopagis olallai
pincoc1,Cacatua leadbeateri
plapar1,Brotogeris tirica
yeccoc5,Cacatua citrinocristata
yelgro,Pheucticus chrysopeplus
jampau,Siphonorhis americana
wookin1,Halcyon senegalensis
papcan1,Crithagra koliensis
rtbcoc1,Calyptorhynchus banksii
pieduc1,Malacorhynchus membranaceus
bkbsne1,Circaetus pectoralis
spwfal2,Spiziapteryx circumcincta
uniswi1,Aerodramus vanikorensis
dushum1,Phaeoptila sordida
btgsta1,Lamprotornis chalcurus
gosbun1,Emberiza goslingi
fifthr1,Stizorhina finschi
gobwhi1,Pachycephala aurea
sulmyn1,Basilornis celebensis
whbhum1,Elliotomyia chionogaster
deasof1,Thripophaga amacurensis
rehbul1,Pyrrhula erythrocephala
brrsee1,Crithagra tristriata
yeespi1,Arachnothera chrysogenys
yemfly1,Tolmomyias assimilis
crosha1,Leucocarbo melanogenis
grseag1,Clanga clanga
izuthr1,Turdus celaenops
javspa,Padda oryzivora
pafeag1,Haliaeetus leucoryphus
batfru1,Pipreola intermedia
bkbkit1,Hamirostra melanosternon
rutpar2,Suthora przewalskii
sumcus1,Edolisoma dohertyi
velfly1,Myiagra eichhorni
olbsun1,Cinnyris clementiae
mapfly1,Terpsiphone mutata
molpit1,Erythropitta rufiventris
hoopit4,Pitta abbotti
rofsha1,Leucocarbo carunculatus
dulfly2,Myiagra hebetior
swfgle,Neophilydor fuscipenne
schbar1,Eubucco tucinkae
pacpar1,Psittacara strenuus
cafdov1,Ptilinopus granulifrons
elepai5,Chasiempis sclateri
chukar,Alectoris chukar
rubspi4,Cranioleuca vulpina
rufpic1,Sasia abnormis
lesnig,Chordeiles acutipennis
hoomun1,Lonchura spectabilis
bkbkin1,Ceyx erithaca
broher,Glaucis aeneus
ciweye2,Zosterops natalis
ducwin1,Cryptospiza jacksoni
putcus1,Campephaga quiscalina
ruthon1,Conopophila rufogularis
bagtan1,Bangsia arcaei
srwswa1,Stelgidopteryx ruficollis
rufowl2,Ninox rufa
souemu1,Stipiturus malachurus
aspfly1,Terpsiphone paradisi
saddle2,Philesturnus rufusater
bicant2,Gymnopithys bicolor
chccot1,Ampelion rufaxilla
refpar5,Poicephalus gulielmi
punplo1,Anarhynchus alticola
daupar1,Perdix dauurica
lobber1,Bernieria madagascariensis
juffir1,Sephanoides fernandensis
whiswi1,Aerodramus whiteheadi
titber1,Oreocharis arfaki
malpar1,Psittacula columboides
acafly,Empidonax virescens
shbcan1,Asthenes baeri
houbun3,Emberiza sahari
absfin1,Geospizopsis plebejus
lblwar1,Phylloscopus magnirostris
scptyr1,Lophotriccus pileatus
amhgul1,Larus smithsonianus
guaiab1,Bolbopsittacus lunulatus
grtlea1,Sclerurus albigularis
yehbla2,Chrysomus icterocephalus
fibbus1,Malaconotus cruentus
vogwhi1,Pachycephala meyeri
gysbuw1,Cettia brunnifrons
blfwax1,Estrilda nigriloris
lolpip1,Anthus pallidiventris
stbwre1,Cantorchilus thoracicus
blcsis1,Spinus atriceps
wrspet,Hydrobates tethys
babcra1,Zapornia paykullii
auskes1,Falco cenchroides
borwht1,Myophonus borneensis
emishr1,Lanius gubernator
alpmun1,Lonchura monticola
viowoo1,Phoeniculus damarensis
rucdov1,Macropygia emiliana
bladro1,Dicrurus macrocercus
ashbab1,Pellorneum cinereiceps
cubpar1,Amazona leucocephala
recrob1,Petroica goodenovii
bfoboo,Sula nebouxii
spopic1,Picumnus pygmaeus
srldro1,Dicrurus lophorinus
piehar1,Circus melanoleucos
ruwbuz1,Butastur liventer
whwsco3,Melanitta fusca
gowcac1,Cacicus chrysopterus
buwgoo1,Cyanochen cyanoptera
gillar1,Calendulauda gilletti
ofyfin1,Sicalis columbiana
whcpuf1,Malacoptila fusca
houwre8,Troglodytes mesoleucus
chieme1,Chlorostilbon olivaresi
spepar1,Forpus conspicillatus
bkcbab10,Sterrhoptilus nigrocapitatus
swtgul1,Creagrus furcatus
broill1,Illadopsis fulvescens
norfli,Colaptes auratus
abhori1,Oriolus larvatus
ostric3,Struthio molybdophanes
shtfro3,Batrachostomus poliolophus
melcus1,Coracina caledonica
bkegrt1,Geokichla camaronensis
ruffly1,Myiarchus semirufus
masyel2,Geothlypis aequinoctialis
rebeme1,Chlorostilbon gibsoni
palfly3,Myiagra erythrops
brcred1,Myioborus brunniceps
bismun1,Lonchura melaena
zambul1,Hypsipetes rufigularis
marcre1,Melanopareia maranonica
grapri1,Prinia gracilis
finbul1,Iole finschii
rcrcha1,Cossypha natalensis
bamapa1,Apalis bamendae
blfpar3,Erythrura trichroa
lavgul1,Leucophaeus fuliginosus
grabuz1,Butastur rufipennis
negbab1,Garritornis isidorei
whtgre3,Rollandia rolland
sghspa2,Passer diffusus
golbab1,Cyanoderma chrysaeum
gretin1,Tinamus major
brbwar1,Tickellia hodgsoni
rtpgua1,Pipile cujubi
forhon1,Meliphaga montana
magsun1,Aethopyga magnifica
sumbut1,Turnix everetti
ocsant1,Grallaria dignissima
spbwoo1,Colaptes punctigula
brotre1,Cinclocerthia ruficauda
forkin1,Todiramphus macleayii
olfwhi1,Hylocitrea bonensis
brbpri1,Pachyptila vittata
antwre2,Thryophilus sernai
bkbbrt1,Talegalla fuscirostris
tithyl1,Pholidornis rushiae
norhar1,Circus cyaneus
zanbou1,Laniarius sublacteus
barswa,Hirundo rustica
chiapa1,Apalis chirindensis
olbflo1,Pachyglossa olivacea
btnwar,Setophaga virens
fithum1,Panterpe insignis
nutman,Lonchura punctulata
bkcpip1,Piprites pileata
crcman2,Manucodia chalybatus
norgos,Astur atricapillus
ruewar2,Malcorus pectoralis
sttful2,Fulvetta manipurensis
gabcou1,Centropus anselli
spfgal1,Porphyriops melanops
bkcwhe1,Zosterops atricapilla
reescb1,Erythrogenys imberbis
grecou1,Centropus sinensis
tinhaw1,Microspizias superciliosus
plarai1,Aramidopsis plateni
scwpih1,Lipaugus uropygialis
cotfly1,Todirostrum cinereum
solboo2,Athene granti
grcfly,Myiarchus crinitus
wbgbir1,Crinifer leucogaster
sthbrf2,Arremon torquatus
sumdro1,Dicrurus sumatranus
blctro1,Trogon curucui
brtbar1,Psilopogon corvinus
subtyr1,Mecocerculus minor
rubwoo1,Dendrocopos hyperythrus
blkpho,Sayornis nigricans
blapit1,Melanorectes nigrescens
stcant3,Terenura maculata
whsbul1,Pycnonotus xanthopygos
strwoo6,Dryobates lignarius
banmyn1,Acridotheres ginginianus
brbant2,Epinecrophylla gutturalis
palhor4,Furnarius cinnamomeus
minher1,Phaethornis idaliae
crocor1,Microcarbo coronatus
rehmal1,Malimbus rubricollis
yebdac1,Dacnis flaviventer
carwoo1,Dendropicos fuscescens
elepar1,Neophema elegans
soiwre1,Xenicus gilviventris
siftap1,Scytalopus argentifrons
rubsal1,Pseudosaltator rufiventris
kwqdov,Geotrygon chrysia
lawbab1,Turdinus macrodactylus
chblau1,Pterorhinus nuchalis
shbmel1,Melionyx nouhuysi
kolmon5,Symposiachrus browni
norlog1,Orthonyx novaeguineae
gycful1,Alcippe morrisonia
andhao1,Ninox affinis
cibgrt1,Muscisaxicola capistratus
yaglor3,Trichoglossus flavoviridis
moubab1,Malacopteron magnirostre
eurtre3,Certhia hodgsoni
lessho1,Brachypteryx leucophris
gontan1,Chalcothraupis ruficervix
latfin1,Camarhynchus psittacula
chifer1,Poodytes rufescens
soaswa2,Petrochelidon spilodera
eurgol2,Carduelis caniceps
cocher1,Ardea cocoi
pygtit1,Aegithalos exilis
yeblor2,Neopsittacus musschenbroekii
roahaw,Rupornis magnirostris
logkin,Tyrannus caudifasciatus
wbopar1,Diphyllodes respublica
varpit4,Pitohui cerviniventris
reclor1,Vini rubrigularis
gollor1,Glossoptilus goldiei
hawcre,Loxops mana
whphon1,Ptilotula penicillata
madant1,Epinecrophylla amazonica
neccro1,Corvus moneduloides
goowoo1,Colaptes rubiginosus
fineup1,Euphonia finschi
wbbfly1,Cyornis pallidipes
gilfli,Colaptes chrysoides
litlor1,Psitteuteles pusillus
rawspi2,Certhiaxis mustelinus
salphe1,Lophura inornata
slabec1,Pachyramphus spodiurus
motspi1,Telacanthura ussheri
japacc1,Prunella rubida
monswi2,Aerodramus salangana
whhpig1,Columba leucomela
nabwoo1,Lepidocolaptes angustirostris
y00839,Nisaetus cirrhatus
islthr36,Turdus thomassoni
yerflo1,Prionochilus xanthopygius
whibel2,Procnias albus
cqrpig1,Petrophassa rufipennis
whicoc1,Cacatua alba
bfwqua1,Odontophorus atrifrons
blykin1,Alcedo hercules
bcptan1,Phaenicophilus palmarum
eurgri1,Gyps fulvus
marwid1,Euplectes hartlaubi
mirtai1,Prioniturus waterstradti
lesmel1,Melampitta lugubris
plawre3,Cantorchilus zeledoni
lotmea1,Leistes loyca
oriplo1,Anarhynchus veredus
subdor1,Pseudocolopteryx acutipennis
chwwht1,Myophonus castaneus
bucgre1,Pachysylvia muscicapina
whtbab1,Argya gularis
ettwoo1,Picoides tridactylus
necspi3,Synallaxis chinchipensis
augbuz2,Buteo augur
crowoo1,Thalurania colombica
emchum1,Abeillia abeillei
tulwoo2,Campethera tullbergi
whwcho1,Corcorax melanorhamphos
strspi1,Arachnothera magna
biacou1,Centropus chalybeus
bkbtan1,Ramphocelus melanogaster
copeme1,Chlorostilbon russatus
ferbab1,Pellorneum bicolor
shbhon2,Cyanerpes nitidus
masfin1,Poephila personata
torfly1,Monachella muelleriana
caawoo1,Celeus obrieni
thbcou1,Rhinoptilus cinctus
monlar1,Melanocorypha mongolica
fibmyn2,Scissirostrum dubium
paccis1,Cisticola cinnamomeus
whbsee2,Attagis malouinus
bawhor2,Bycanistes subcylindricus
ruvlau1,Pterorhinus gularis
selcac1,Cacicus koepckeae
asbfly,Muscicapa dauurica
raybar1,Trachyphonus erythrocephalus
paifir1,Emblema pictum
gyftib1,Mixornis kelleyi
bubcha1,Ortalis superciliaris
cecman1,Lepidothrix coeruleocapilla
allant1,Percnostola arenarum
blbpep1,Cyclarhis nigrirostris
crcwoo1,Campephilus melanoleucos
cooswi1,Apus cooki
canvas,Aythya valisineria
chephe1,Catreus wallichii
whnjay1,Cyanocorax cyanopogon
shbkoo1,Dacelo rex
grybus1,Saxicola ferreus
chbbut2,Turnix castanotus
whcpri2,Schistolais leucopogon
blugrb1,Passerina caerulea
whwtan1,Piranga leucoptera
dsswea1,Plocepasser donaldsoni
przpar1,Alectoris magna
combro1,Phaps chalcoptera
runwry1,Jynx ruficollis
bahnig1,Nyctiprogne vielliardi
grsplo,Anarhynchus leschenaultii
meppar1,Micropsitta meeki
lohger1,Gerygone insularis
gnttow,Pipilo chlorurus
stbbul1,Hypsipetes siquijorensis
tucpar1,Amazona tucumana
buwcin1,Cinclodes fuscus
yemthr1,Turdus menachensis
grecor,Phalacrocorax carbo
litwea1,Ploceus luteolus
easkin,Tyrannus tyrannus
pardus2,Nephelornis oneilli
bkfbrf1,Atlapetes melanolaemus
bawmon2,Symposiachrus barbatus
beasib1,Heterophasia pulchella
dussta1,Coeligena orina
scagrr1,Geobiastes squamiger
wesfie1,Pyriglena maura
haipar1,Arborophila ardens
comshe,Tadorna tadorna
soucas1,Casuarius casuarius
tibbun1,Emberiza koslowi
lobcuc1,Chalcites megarhynchus
vartit4,Sittiparus owstoni
ceywhe1,Zosterops ceylonensis
datori7,Oriolus consobrinus
reshaw,Buteo lineatus
rocmar5,Ptyonoprogne fuligula
bufhum1,Leucippus fallax
bkcbul2,Rubigula melanictera
merflo1,Diglossa gloriosa
clafra1,Pternistis clappertoni
wibhor1,Furnarius figulus
nebspa1,Tachyspiza brachyura
spwant2,Pygiptila stellaris
whbwhe3,Zosterops flavilateralis
gytrai1,Canirallus oculeus
nrwswa,Stelgidopteryx serripennis
shbcuc1,Chalcites lucidus
larspa,Chondestes grammacus
carela1,Elaenia martinica
edcsun3,Cinnyris mediocris
megtan1,Tangara labradorides
nezstp1,Fregetta maoriana
blbpar2,Paradoxornis flavirostris
sttant1,Rhopias gularis
swaspa,Melospiza georgiana
snecou1,Coua delalandei
plhpar1,Psittacula cyanocephala
putfru1,Querula purpurata
gosapa1,Apalis goslingi
fulpar1,Suthora fulvifrons
itubat1,Batis ituriensis
stalar2,Spizocorys starki
gmrtai1,Prioniturus platurus
lotwoo2,Thalurania watertonii
litspi1,Arachnothera longirostra
molgos1,Tachyspiza henicogramma
ofrcha1,Dessonornis anomalus
afpwag1,Motacilla aguimp
barlau1,Ianthocincla lunulata
bubear2,Upucerthia validirostris
yerser1,Crithagra xanthopygia
gareme1,Chlorostilbon assimilis
sicthr1,Zoothera griseiceps
chipen2,Pygoscelis antarcticus
pesfin1,Phrygilus punensis
rebcha1,Granatellus venustus
spcbar1,Capito maculicoronatus
fotsun1,Aethopyga christinae
whtjay2,Cyanocorax mystacalis
blnori1,Oriolus chinensis
pewnig1,Caprimulgus vexillarius
malkin1,Corythornis cristatus
ortsun3,Cinnyris bouvieri
afrcha1,Fringilla spodiogenys
virrai1,Rallus aequatorialis
guawoo2,Campephilus gayaquilensis
sponut1,Nucifraga multipunctata
siltea1,Spatula versicolor
ruffie2,Calamanthus campestris
weka1,Gallirallus australis
soalea1,Sclerurus obscurior
lbesta1,Lamprotornis chloropterus
bertow1,Pipilo naufragus
souant1,Corythopis delalandi
ruffan13,Rhipidura rufifrons
ruvcha1,Ortalis ruficauda
renfal1,Falco chicquera
orbbun1,Passerina leclancherii
whttro,Phaethon lepturus
whtblc1,Zanda baudinii
vibspa1,Tachyspiza rhodogaster
chabrt1,Pogonotriccus chapmani
coipig1,Ducula mullerii
akepa1,Loxops coccineus
horgua1,Oreophasis derbianus
ruftho1,Phacellodomus rufifrons
wbrcha1,Cossyphicula roberti
bltwre1,Pheugopedius atrogularis
oripra,Glareola maldivarum
warfin1,Certhidea olivacea
jrswar1,Bradypterus grandis
grifin1,Incaspiza pulchra
thlsch7,Schiffornis olivacea
kafwhe1,Zosterops kaffensis
bltsun1,Aethopyga saturata
whfter1,Sterna striata
sobcac1,Cacicus solitarius
cashae1,Aquila africana
beatre1,Margarornis bellulus
halcus1,Coracina parvula
blkter,Chlidonias niger
rufgro,Bonasa umbellus
gresap1,Pterophanes cyanopterus
regcoo1,Fulica armillata
mccspi1,Synallaxis macconnelli
ellphe1,Syrmaticus ellioti
bawwar,Mniotilta varia
negbro1,Henicophaps albifrons
miosun3,Cinnyris manoensis
rthhum,Archilochus colubris
whtkit,Elanus leucurus
hooyel1,Geothlypis nelsoni
rcgspa1,Melozone kieneri
nohowl,Surnia ulula
brbmoc1,Mimus dorsalis
yethon3,Lichenostomus melanops
bargoo,Branta leucopsis
orbthr1,Geokichla peronii
sptfly1,Todirostrum maculatum
carmyz1,Myzomela cardinalis
juntit1,Baeolophus ridgwayi
gyccro1,Laniellus langbianis
sumlau1,Garrulax bicolor
citwar1,Myiothlypis luteoviridis
kenwar,Geothlypis formosa
whbant5,Rhegmatorhina hoffmannsi
labter1,Phaetusa simplex
resque1,Pharomachrus mocinno
grnbee3,Merops orientalis
temcou1,Cursorius temminckii
rbbmag,Urocissa erythroryncha
bawman1,Spermestes bicolor
scadov1,Columbina squammata
grenig1,Lyncornis macrotis
sulwar3,Phylloscopus sarasinorum
worspa,Spizella wortheni
ruwbar1,Premnornis guttuliger
bawori1,Icterus maculialatus
chwcuc1,Clamator coromandus
wtsfin1,Idiopsar erythronotus
chbwre3,Cyphorhinus thoracicus
fulowl1,Strix fulvescens
banbar1,Lybius undatus
batsee1,Catamenia analis
grtsun1,Aethopyga nipalensis
brambl,Fringilla montifringilla
runpic1,Picumnus fuscus
ocbtan1,Chlorothraupis stolzmanni
spipig3,Ducula carola
webcuc1,Chalcites meyerii
restan1,Tachyphonus phoenicius
pabcra,Mustelirallus erythrops
nisfin1,Sporophila nuttingi
moutre1,Hemiprocne mystacea
capfra2,Pternistis capensis
senlap1,Vanellus lugubris
macbus2,Chlorophoneus multicolor
grylau1,Garrulax maesi
whnfri1,Philemon albitorques
ruthum1,Chrysolampis mosquitus
baifly1,Myiodynastes bairdii
chitin1,Nothoprocta perdicaria
yeesta1,Aplonis mystacea
duccoc1,Cacatua ducorpsii
lotthr1,Zoothera dixoni
yenalb2,Thalassarche chlororhynchos
bltgro1,Pheucticus tibialis
orbfip1,Nannopsittacus melanogenia
cubscy1,Campylorhamphus procurvoides
afrfin1,Podica senegalensis
brncre,Certhia americana
bkbowl1,Strix huhula
anglar1,Amirafra angolensis
whbwea1,Dinemellia dinemelli
malwoo1,Tephrodornis sylvicola
clfdov1,Drepanoptila holosericea
weawae1,Dyaphorophyia hormophora
whffal1,Microhierax latifrons
yetvir,Vireo flavifrons
benwea1,Ploceus benghalensis
blbman1,Chiroxiphia pareola
reebun,Emberiza schoeniclus
rebpar2,Pionus sordidus
blekin1,Alcedo meninting
soucrp1,Goura sclaterii
blamon1,Symposiachrus axillaris
beajay1,Cyanolyca pulchra
magplo1,Pluvianellus socialis
tumswa1,Tachycineta stolzmanni
cthhue1,Pteroptochos castaneus
rucgre1,Hylophilus poicilotis
ashrob2,Heteromyias armiti
ausbrt1,Alectura lathami
pubcot1,Cotinga cotinga
indcou1,Cursorius coromandelicus
grocus1,Coracina maxima
loweye2,Zosterops meyeni
audori,Icterus graduacauda
lobcur,Numenius americanus
whccot1,Zaratornis stresemanni
recdov1,Streptopelia tranquebarica
grepar1,Paradoxornis aemodius
murpet,Pterodroma ultima
rodnih1,Nycticorax megacephalus
blyhae1,Nisaetus alboniger
blcman1,Lepidothrix coronata
masgna1,Polioptila dumicola
tibsno1,Tetraogallus tibetanus
isaori1,Oriolus isabellae
spocat1,Ailuroedus melanotis
whtgol1,Polytmus guainumbi
virmet1,Metallura williami
eurcrm1,Ptyonoprogne rupestris
ultkin1,Todiramphus leucopygius
luzfla1,Chrysocolaptes haematribon
swanig1,Caprimulgus natalensis
sunbul1,Ixos sumatranus
dusthr1,Turdus naumanni
bknfrd1,Ptilinopus melanospilus
hercha1,Namibornis herero
gobwar3,Myiothlypis chrysogaster
brwsta1,Aplonis grandis
pabduc1,Anas superciliosa
royalb2,Diomedea epomophora
wfcdov1,Turacoena manadensis
grbhum1,Saucerottia viridigaster
phecou2,Centropus phasianinus
rocpar1,Neophema petrophila
orfplu2,Metopothrix aurantiaca
darpew1,Contopus lugubris
bongul,Chroicocephalus philadelphia
bawmoc1,Melanotis hypoleucus
brnpel,Pelecanus occidentalis
brasta1,Sturnia pagodarum
brogos1,Tachyspiza fasciata
caisha2,Leucocarbo campbelli
guspet,Hydrobates macrodactylus
fospar1,Pardalotus quadragintus
ryumin1,Pericrocotus tegimae
miipig2,Ducula mindorensis
azrpar8,Tanygnathus everetti
socsun2,Chalcomitra balfouri
sokpip1,Anthus sokokensis
smgfin1,Geospiza fuliginosa
bcnher,Nycticorax nycticorax
poouli,Melamprosops phaeosoma
becpet1,Pseudobulweria becki
slbcht3,Ochthoeca thoracica
granda1,Grandala coelicolor
blasol1,Entomodestes coracinus
remros1,Carpodacus rhodochlamys
oripip1,Anthus rufulus
litshe4,Puffinus elegans
gstswi1,Panyptila sanctihieronymi
humwhe1,Zosterops auriventer
blnere1,Eremomela atricollis
bkhpar,Aratinga nenday
chacha1,Ortalis canicollis
rubeup1,Euphonia rufiventris
lovcot1,Cotinga amabilis
plukit1,Ictinia plumbea
adtdov1,Streptopelia hypopyrrha
gohman1,Ceratopipra erythrocephala
crctan1,Ramphocelus sanguinolentus
orcori,Icterus spurius
yeboxp1,Buphagus africanus
crgdov1,Columbina cruziana
parwar1,Phylloscopus chloronotus
thbsis1,Spinus crassirostris
relthr1,Turdus plumbeus
afgori2,Oriolus auratus
frbwar1,Locustella accentor
sinmar1,Progne sinaloae
spmthr1,Cichladusa guttata
sohwre1,Pheugopedius spadix
usahyl1,Hyliota usambara
astgna1,Conopophaga peruviana
shthaw,Buteo brachyurus
kinrai4,Rallus elegans
manher1,Gorsachius melanolophus
socfly2,Myiarchus phaeocephalus
whwapa1,Apalis chariessa
ivbwoo1,Xiphorhynchus flavigaster
runwor1,Aramides albiventris
